TOKEN_ID,TOKEN_NAME,Species,Location,Muscles,Armour,Helmet,Trim,Helmet Glow,Body Glow,Katanas,Katana Left,Katana Right,Robes,Shoulder Robe Right,Rare Equipment #1,Rare Equipment #2,Rare Equipment #3,Kunais,Kunai Left,Kunai Right,Shoulder Robe Left,Special Ability #1,Crossbow,Jetpack,Zweihanders,Zweihander Left,Glitchcloak,Special Ability #2,Shield,Speed,Stamina,Craftsmanship,Defence,Stealth,Leadership,Communication,Weapon Skill,Attack,Charge,Toughness,Health,Range,Damage,Intelligence,Freewill,Psychic,Magic,Battle Score,Medi Kits,Special Ability #3,Hood,Shadow Blades,Shadow Blade Right,Spears,Spear Left,Swiftcloak,Spear Right,Zweihander Right,Special Ability #4,Special Ability #5,Special Ability #6,Special Ability #7,Shadow Blade Left
6629,Tejuan,Construction,Crane Sunset,Amber,Rust,Amber,,,Yellow,,,,,,,,,,,,,Brickie,,Equipped,,,,Starkware,,89.0,61.0,97.0,34.0,48.0,-2.0,100.0,47.0,46.0,54.0,38.0,52.0,48.0,40.0,85.0,85.0,0.0,0.0,51.0,Left,,,,,,,,,,,,,,
6630,Ramonda,Police,Urban,Carbon Grey,Carbon Grey,Dark Blue,Blue Camo,,Blue,Dual,Shiny,Plasma Blue,,,,,,,,,,,,,,,,,Equipped,77.0,68.0,60.0,70.0,44.0,57.0,100.0,66.0,64.0,51.0,56.0,67.0,36.0,49.0,85.0,85.0,0.0,0.0,58.0,,,,,,,,,,,,,,,
6631,Siskiyou,Logistics,Brutalist,Orange,Orange,Rust,,Yellow,Orange,,,,,,,,,,,,,Healer,,Equipped,,,,,,78.0,55.0,85.0,30.0,43.0,3.0,100.0,30.0,47.0,45.0,34.0,58.0,43.0,35.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
6632,Donnel,Sand,Desert,Amber,Tan,Amber,Tan,Yellow,Green,,,,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Javelin,,,,,,Circus knives,,65.0,56.0,71.0,68.0,51.0,66.0,100.0,90.0,80.0,52.0,54.0,53.0,78.0,79.0,85.0,85.0,0.0,0.0,63.0,,Shadow born,Nylon Fabric Black Worn,,,Dual,Blue,,Yellow,,,,,,
6633,Boss,Police,Urban,Dark Blue,Black,Blue Camo,,Blue,,Dual,Plasma Blue,Shiny,,,,,,,,,,Strong arm,,,,,,,Equipped,72.0,71.0,72.0,67.0,46.0,47.0,100.0,61.0,62.0,53.0,62.0,73.0,36.0,49.0,85.0,85.0,0.0,0.0,58.0,Dual,,,,,,,,,,,,,,
6634,Clifton,Construction,Crane Sunset,Rust,Rust,Amber,Grey,Orange,,,,,,,,,,,,,,Herd immunity,,Equipped,,,,Healer,,77.0,66.0,97.0,28.0,49.0,-1.0,100.0,43.0,41.0,48.0,37.0,75.0,39.0,40.0,90.0,85.0,0.0,0.0,51.0,Left,Trust in rust,,,,,,,,,,,,,
6635,Johnath,Logistics,Brutalist,Rust,Rust,Rust,Orange,Yellow,Yellow,,,,,,,,,,,,,Starkware,,Equipped,,,,,,79.0,55.0,90.0,24.0,48.0,-3.0,100.0,20.0,37.0,50.0,28.0,37.0,48.0,35.0,85.0,85.0,0.0,0.0,45.0,Left,,,,,,,,,,,,,,
6636,Geapo,Citizen,Alley,Grey,Black,Grey,,Orange,,Dual,Rusty,Shiny,,,,,,,,,,Artisan,,,,,,Healer,,70.0,63.0,95.0,41.0,46.0,17.0,100.0,51.0,47.0,43.0,31.0,67.0,35.0,43.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
6637,Melchor,Sand,Desert,Amber,Desert Camo,Desert Camo,Tan,Orange,Green,Single,,Plasma Yellow,Full,Nylon Fabric Black Worn,,,,,,,Nylon Fabric Black Worn,,Equipped,,,,,,,75.0,68.0,67.0,69.0,66.0,79.0,100.0,74.0,66.0,54.0,63.0,62.0,47.0,61.0,85.0,85.0,0.0,0.0,62.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
6638,Reverie,Construction,Construction Site,Amber,Rust,Grey,Amber,Orange,Yellow,,,,,,,,,,,,,Healer,,Equipped,,,,Starkware,,80.0,61.0,101.0,32.0,46.0,4.0,100.0,42.0,43.0,70.0,39.0,73.0,48.0,40.0,85.0,85.0,0.0,0.0,53.0,Dual,Jetburst,,,,,,,,,,,,,
6639,Deirr,Police,Urban,Dark Blue,Dark Blue,Blue Camo,Carbon Grey,Blue,,,,,,,,,,,,,,,,,,,,,Equipped,64.0,58.0,65.0,69.0,46.0,52.0,100.0,56.0,55.0,47.0,58.0,75.0,34.0,42.0,85.0,85.0,0.0,0.0,55.0,Left,,,,,,,,,,,,,,
6640,Tonyia,Construction,Construction Site,Grey,Amber,Grey,Amber,Orange,,,,,,,,,,,,,,Healer,,,,,,,,60.0,56.0,100.0,38.0,43.0,0.0,100.0,43.0,43.0,41.0,39.0,74.0,35.0,40.0,85.0,85.0,0.0,0.0,49.0,Dual,,,,,,,,,,,,,,
6641,Sunshine,Citizen,Alley,Urban Camo,Carbon Grey,Urban Camo,Grey,Orange,,,,,,,,,,,,,,Healer,,,,,,,,63.0,58.0,74.0,60.0,51.0,37.0,100.0,55.0,55.0,48.0,57.0,87.0,35.0,40.0,85.0,85.0,0.0,0.0,55.0,Dual,,,,,,,,,,,,,,
6642,Kearse,Construction,Construction Site,Rust,Grey,Grey,,Yellow,Orange,,,,,,,,,,,,,,,Equipped,,,,,,79.0,61.0,96.0,22.0,45.0,-5.0,100.0,37.0,39.0,49.0,31.0,45.0,43.0,40.0,85.0,85.0,0.0,0.0,47.0,Right,,,,,,,,,,,,,,
6643,Kemisha,Sand,Desert,Tan,Tan,Amber,Amber,Orange,Green,Single,,Plasma Blue,Single,Nylon Fabric Black Worn,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Circus knives,,,,,,Shadow born,,74.0,66.0,72.0,59.0,60.0,62.0,100.0,66.0,63.0,48.0,48.0,48.0,63.0,72.0,85.0,85.0,0.0,0.0,60.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
6644,Withered,Snow,Arctic,Snow Camo,Glossy White,Glossy White,White,Green,Green,,,,Single,,,,,Dual,Black Tip Kunai,Black Tip Kunai,Mesh Maroon,Blizzard strong,,Equipped,,,,Second wind,Equipped,85.0,74.0,64.0,94.0,59.0,73.0,100.0,78.0,77.0,61.0,66.0,75.0,79.0,73.0,85.0,85.0,0.0,0.0,68.0,,Circus knives,,,,Single,,,Yellow,,Shadow born,Toughstuff,,,
6645,Rat,Citizen,Alley,Grey,Urban Camo,Grey,Grey,Orange,,Dual,Shiny,Shiny,,,,,,,,,,Artisan,,,,,,Healer,,67.0,64.0,94.0,53.0,51.0,29.0,100.0,57.0,53.0,48.0,42.0,78.0,35.0,44.0,85.0,85.0,0.0,0.0,55.0,Dual,,,,,,,,,,,,,,
6646,Simon,Civil,Temple Ruins,Yellow,Black,Black,Grey,Purple,Purple,,,,,,,,,,,,,Healer,,,,,,Lore lover,,61.0,57.0,95.0,37.0,39.0,15.0,100.0,45.0,44.0,41.0,38.0,72.0,35.0,40.0,90.0,85.0,0.0,0.0,50.0,Right,,,,,,,,,,,,,,
6647,Barrett,Logistics,Warehouse,Orange,Rust,Orange,,Orange,Yellow,,,,,,,,,,,,,Artisan,,Equipped,,,,,,78.0,55.0,101.0,29.0,44.0,2.0,100.0,34.0,46.0,45.0,28.0,42.0,43.0,35.0,85.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
6648,Gilliam,Logistics,Brutalist,Rust,Rust,Orange,Grey,Yellow,Orange,,,,,,,,,,,,,Healer,,Equipped,,,,,,74.0,55.0,89.0,29.0,46.0,2.0,100.0,24.0,41.0,45.0,33.0,57.0,43.0,35.0,85.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
6649,G-Shot,Citizen,Alley,Urban Camo,Urban Camo,Carbon Grey,,,Orange,Dual,Shiny,Rusty,,,,,,,,,,Healer,,,,,,,,71.0,63.0,73.0,58.0,54.0,32.0,100.0,60.0,61.0,51.0,52.0,83.0,35.0,43.0,85.0,85.0,0.0,0.0,56.0,Dual,,,,,,,,,,,,,,
6650,Zietama,Hunter,Cave,Carbon Black,Red,Urban Camo,Carbon Black,Red,Red,Single,,Plasma Orange,Full,Oil Splat Hybrid Metallic,,,,,,,Oil Splat Hybrid Metallic,Assassin,Equipped,,,,,,,102.0,75.0,60.0,75.0,106.0,95.0,100.0,83.0,82.0,57.0,64.0,59.0,77.0,72.0,85.0,85.0,0.0,0.0,71.0,,,,Single,,,,,,,,,,,Equipped
6651,Ethen,Logistics,Brutalist,Rust,Rust,Orange,Orange,Orange,,,,,,,,,,,,,,Blind charge,,Equipped,,,,,,79.0,50.0,82.0,25.0,50.0,-4.0,100.0,25.0,41.0,54.0,37.0,36.0,43.0,35.0,85.0,85.0,0.0,0.0,46.0,,,,,,,,,,,,,,,
6652,Tiawana,Sand,Desert,Desert Camo,Tan,Amber,Desert Camo,Green,Green,,,,Single,Nylon Fabric Black Worn,,,,,,,,Blind charge,Equipped,Equipped,,,,,Equipped,87.0,58.0,68.0,63.0,59.0,61.0,100.0,62.0,56.0,65.0,63.0,67.0,52.0,56.0,85.0,85.0,0.0,0.0,60.0,,,,,,,,,,,,,,,
6653,Brompton,Citizen,Alley,Black,Urban Camo,Black,Urban Camo,Orange,,Dual,Shiny,Shiny,,,,,,,,,,Artisan,,,,,,Healer,,67.0,64.0,94.0,55.0,51.0,31.0,100.0,62.0,55.0,48.0,44.0,83.0,35.0,44.0,90.0,85.0,0.0,0.0,56.0,Dual,Lore lover,,,,,,,,,,,,,
6654,Namara,Civil,Workshop,White,White,White,,,Purple,Single,,Rusty,,,,,,,,,,,,,,,,,,67.0,59.0,98.0,36.0,43.0,1.0,100.0,43.0,46.0,41.0,31.0,54.0,35.0,41.0,85.0,85.0,0.0,0.0,48.0,Dual,,,,,,,,,,,,,,
6655,Geneva,Citizen,Alley,Grey,Black,Grey,Black,,Orange,Single,,Shiny,,,,,,,,,,,,,,,,,,64.0,61.0,80.0,45.0,49.0,23.0,100.0,44.0,45.0,42.0,41.0,57.0,35.0,42.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
6656,Shacknai,Sand,Desert,Glossy Black,Desert Camo,Amber,Tan,Orange,Yellow,,,,Single,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,,Circus knives,Equipped,,,,,,,67.0,61.0,66.0,65.0,64.0,70.0,100.0,70.0,67.0,46.0,60.0,60.0,62.0,62.0,85.0,85.0,0.0,0.0,61.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
6657,Parcel,Defender,Laboratory,Purple,Glossy Black,Glossy White,Silver,Blue,Pink,,,,,,,,,Dual,EMP Kunai,EMP Kunai,,EMP blast,,,,,,,Equipped,61.0,65.0,60.0,112.0,43.0,73.0,100.0,85.0,73.0,42.0,70.0,75.0,55.0,77.0,85.0,85.0,0.0,0.0,65.0,,,,,,,,,,,,,,,
6658,Jakara,Citizen,Alley,Carbon Grey,Grey,Grey,Carbon Grey,Orange,,Dual,Rusty,Rusty,,,,,,,,,,Bills kill,,,,,,,,68.0,62.0,78.0,56.0,45.0,26.0,100.0,59.0,56.0,43.0,46.0,61.0,37.0,42.0,85.0,85.0,0.0,0.0,53.0,Dual,,,,,,,,,,,,,,
6659,Dimwit,Snow,Arctic,Snow Camo,Snow Camo,White,White,Orange,Yellow,,,,Single,,,,,Dual,Black Tip Kunai,Black Tip Kunai,Mesh Maroon,Circus knives,Equipped,,,,,Shadow born,,65.0,57.0,65.0,71.0,57.0,73.0,100.0,81.0,78.0,55.0,61.0,61.0,87.0,74.0,85.0,85.0,0.0,0.0,64.0,,,Mesh Maroon,,,Single,,,Pink,,,,,,
6660,Plamondon,Police,Urban,Dark Blue,Carbon Grey,Dark Blue,,Blue,,,,,,,,,,,,,,Blind charge,,,,,,Mortal faith,Equipped,74.0,53.0,65.0,62.0,44.0,46.0,100.0,55.0,59.0,61.0,55.0,67.0,34.0,42.0,80.0,85.0,0.0,0.0,55.0,Left,,,,,,,,,,,,,,
6661,Radeon,Jungle,Jungle,Glossy Black,Green,Carbon Black,Army Camo,Green,Orange,,,,Full,Mesh Swamp Green,,,,Single,,Black Tip Kunai,Mesh Swamp Green,Circus knives,,,,,,Shadow born,,69.0,63.0,64.0,65.0,61.0,76.0,100.0,64.0,80.0,43.0,59.0,58.0,54.0,61.0,85.0,85.0,0.0,0.0,60.0,,,Mesh Swamp Green,,,,,,,,,,,,
6662,Shawnice,Civil,Workshop,White,White,White,Black,Yellow,Purple,Dual,Rusty,Rusty,,,,,,,,,,Artisan,,,,,,Healer,,65.0,61.0,115.0,42.0,45.0,10.0,100.0,50.0,48.0,43.0,32.0,74.0,35.0,42.0,85.0,85.0,0.0,0.0,52.0,Dual,,,,,,,,,,,,,,
6663,Dustie,Snow,Arctic,White,Glossy White,Glossy White,White,Green,Orange,,,,Single,Mesh Maroon,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Circus knives,,,,,,Shadow born,,67.0,62.0,66.0,61.0,51.0,65.0,100.0,64.0,62.0,43.0,54.0,54.0,71.0,67.0,85.0,85.0,0.0,0.0,59.0,,,Mesh Maroon,,,,,,,,,,,,
6664,Kallmyr,Logistics,Warehouse,Grey,Rust,Orange,,Yellow,Orange,,,,,,,,,,,,,Artisan,,,,,,,,63.0,50.0,104.0,26.0,40.0,-2.0,100.0,30.0,41.0,37.0,24.0,38.0,35.0,35.0,85.0,85.0,0.0,0.0,44.0,Left,,,,,,,,,,,,,,
6665,Zaeden,Construction,Crane Sunset,Amber,Amber,Rust,Amber,,Yellow,,,,,,,,,,,,,Healer,,,,,,,,60.0,56.0,93.0,41.0,44.0,4.0,100.0,49.0,46.0,42.0,44.0,72.0,35.0,40.0,85.0,85.0,0.0,0.0,50.0,Left,,,,,,,,,,,,,,
6666,Susie Q,Citizen,Alley,Carbon Grey,Grey,Urban Camo,Grey,Orange,,Single,,Shiny,,,,,,,,,,,,,,,,,,66.0,61.0,72.0,52.0,49.0,32.0,100.0,53.0,52.0,46.0,51.0,60.0,35.0,42.0,85.0,85.0,0.0,0.0,52.0,Left,,,,,,,,,,,,,,
6667,Salty,Police,Urban,Carbon Grey,Split Allocation,Blue Camo,Black,,Blue,Dual,Shiny,Plasma Blue,,,,,,,,,,,,,,,,,Equipped,75.0,68.0,70.0,79.0,41.0,61.0,100.0,69.0,70.0,53.0,60.0,84.0,36.0,52.0,85.0,85.0,0.0,5.0,61.0,Dual,,,,,,,,,,,,,,
6668,Alia,Construction,Construction Site,Grey,Grey,Grey,,,Orange,,,,,,,,,,,,,Artisan,,Equipped,,,,Herd immunity,,81.0,66.0,119.0,26.0,47.0,-9.0,100.0,42.0,40.0,48.0,25.0,59.0,39.0,40.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
6669,Blazewhirl,Logistics,Warehouse,Grey,Orange,Grey,Orange,Yellow,,,,,,,,,,,,,,,,,,,,,,59.0,50.0,88.0,32.0,42.0,-1.0,100.0,27.0,43.0,36.0,34.0,44.0,35.0,35.0,85.0,85.0,0.0,0.0,44.0,Left,,,,,,,,,,,,,,
6670,Revecca,Snow,Arctic,Carbon Grey,Snow Camo,Glossy White,White,Yellow,Yellow,,,,Single,,,,,Single,Black Tip Kunai,,Mesh Maroon,,,Equipped,,,,,Equipped,84.0,64.0,64.0,72.0,52.0,66.0,100.0,67.0,61.0,57.0,62.0,70.0,54.0,61.0,85.0,85.0,0.0,0.0,61.0,,,,,,,,,,,,,,,
6671,Yvaine,Police,Urban,Carbon Grey,Dark Blue,Blue Camo,Carbon Grey,,Blue,Dual,Shiny,Plasma Blue,,,,,,,,,,Bills kill,,,,,,,,77.0,69.0,65.0,72.0,47.0,58.0,100.0,75.0,71.0,52.0,57.0,65.0,39.0,49.0,85.0,85.0,0.0,0.0,59.0,Right,,,,,,,,,,,,,,
6672,Gerron,Logistics,Brutalist,Orange,Rust,Orange,Grey,Yellow,Yellow,,,,,,,,,,,,,Artisan,,Equipped,,,,Herd immunity,,81.0,60.0,106.0,30.0,44.0,7.0,100.0,34.0,46.0,65.0,33.0,55.0,44.0,35.0,85.0,85.0,0.0,0.0,51.0,Left,Starkware,,,,,,,,,Jetburst,,,,
6673,Shenea,Sand,Desert,Amber,Desert Camo,Tan,Desert Camo,Orange,Green,,,,Single,Nylon Fabric Black Worn,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Dead eye,Equipped,,,,,Shadow born,,65.0,56.0,68.0,69.0,58.0,66.0,100.0,88.0,75.0,52.0,59.0,58.0,74.0,74.0,85.0,85.0,0.0,0.0,63.0,,,,,,Single,,,Yellow,,,,,,
6674,Coren,Logistics,Brutalist,Orange,Grey,Rust,Grey,Yellow,,,,,,,,,,,,,,Healer,,Equipped,,,,Jetburst,,74.0,55.0,87.0,27.0,47.0,-1.0,100.0,26.0,43.0,59.0,34.0,59.0,43.0,35.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
6675,Mai,Jungle,Jungle,Glossy Black,Army Camo,Space Sparkle,Carbon Black,Orange,Blue,,,,Single,,,,,Single,Black Tip Kunai,,Mesh Swamp Green,Circus knives,,,,,,Shadow born,,69.0,62.0,62.0,70.0,56.0,77.0,100.0,70.0,81.0,46.0,65.0,68.0,54.0,61.0,85.0,85.0,0.0,7.0,62.0,,,Mesh Swamp Green,,,,,,,,,,,,
6676,Ronnika,Sand,Desert,Tan,Tan,Amber,Amber,Green,Orange,,,,Single,,,,,Dual,Black Tip Kunai,Black Tip Kunai,Nylon Fabric Black Worn,Second wind,,,,,,Circus knives,Equipped,65.0,66.0,72.0,65.0,53.0,56.0,100.0,67.0,64.0,49.0,54.0,58.0,66.0,73.0,85.0,85.0,0.0,0.0,60.0,,Shadow born,,,,Single,,,Yellow,,,,,,
6677,Saeya,Police,Urban,Blue Camo,Carbon Grey,Carbon Grey,Carbon Grey,Blue,,Dual,Plasma Blue,Plasma Blue,,,,,,,,,,Artisan,,,,,,,Equipped,81.0,72.0,85.0,80.0,42.0,62.0,100.0,74.0,70.0,57.0,52.0,81.0,38.0,52.0,85.0,85.0,0.0,0.0,62.0,Dual,,,,,,,,,,,,,,
6678,Razgeroz,Sand,Desert,Amber,Amber,Amber,Amber,Green,Yellow,,,,Single,,,,,Dual,Black Tip Kunai,Black Tip Kunai,Nylon Fabric Black Worn,Bucket and spades,,,,,,Circus knives,,72.0,59.0,70.0,68.0,66.0,73.0,100.0,71.0,64.0,45.0,58.0,56.0,61.0,67.0,85.0,85.0,0.0,0.0,61.0,,Shadow born,Nylon Fabric Black Worn,,,,,,,,,,,,
6679,Kogut,Jungle,Jungle,Glossy Black,Army Camo,Green,Carbon Black,Orange,Yellow,,,,Single,,,,,Single,Black Tip Kunai,,Mesh Swamp Green,Circus knives,Equipped,,,,,Shadow born,,68.0,61.0,64.0,67.0,65.0,71.0,100.0,69.0,79.0,46.0,61.0,61.0,64.0,62.0,85.0,85.0,0.0,0.0,62.0,,,Mesh Swamp Green,,,,,,,,,,,,
6680,Ally,Defender,Laboratory,Glossy White,Glossy White,Silver,Silver,White,Purple,,,,,,,,,,,,,Shield charmer,,,Single,Equipped,,Enabler,,81.0,81.0,60.0,77.0,32.0,91.0,102.0,82.0,74.0,44.0,67.0,65.0,64.0,71.0,90.0,85.0,0.0,0.0,65.0,,,,,,Single,,Equipped,Pink,,,,,,
6681,Claytin,Construction,Crane Sunset,Grey,Rust,Rust,Grey,Orange,Yellow,,,,,,,,,,,,,Herd immunity,,Equipped,,,,Healer,,77.0,66.0,100.0,26.0,46.0,-1.0,100.0,36.0,38.0,49.0,35.0,72.0,39.0,40.0,85.0,85.0,0.0,0.0,50.0,Left,,,,,,,,,,,,,,
6682,Rory,Citizen,Alley,Urban Camo,Black,Grey,Black,Orange,,Single,,Rusty,,,,,,,,,,Herd immunity,,,,,,Lore lover,,65.0,65.0,84.0,51.0,52.0,27.0,100.0,52.0,50.0,45.0,48.0,75.0,31.0,41.0,90.0,85.0,0.0,0.0,53.0,Dual,,,,,,,,,,,,,,
6683,Bulgen,Civil,Workshop,Black,White,Grey,,Yellow,,Single,,Rusty,,,,,,,,,,,,,,,,,,67.0,59.0,96.0,32.0,43.0,-3.0,100.0,43.0,45.0,41.0,31.0,48.0,35.0,41.0,85.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
6684,Flyx,Snow,Arctic,Glossy White,Glossy White,White,Glossy White,Orange,Orange,Single,Plasma Yellow,,Full,Mesh Maroon,,,,Single,Black Tip Kunai,,Mesh Maroon,Circus knives,,Equipped,,,,Shadow born,Equipped,93.0,74.0,65.0,75.0,51.0,74.0,100.0,76.0,76.0,66.0,57.0,66.0,84.0,72.0,85.0,85.0,0.0,0.0,67.0,,Starkware,,,,Single,,,Yellow,,,,,,
6685,Veilstriker,Police,Urban,Dark Blue,Dark Blue,Black,,,Blue,Dual,Shiny,Plasma Blue,,,,,,,,,,Blind charge,,,,,,Healer,Equipped,82.0,63.0,71.0,84.0,45.0,48.0,100.0,62.0,62.0,61.0,52.0,90.0,36.0,49.0,85.0,85.0,0.0,0.0,60.0,Dual,Toughstuff,,,,,,,,,,,,,
6686,Broonin,Hunter,Cave,Red,Red,Red,Silver,Red,Red,,,,,,,,,,,,,Assassin,,,,,,,,92.0,67.0,60.0,76.0,86.0,90.0,100.0,81.0,90.0,53.0,63.0,58.0,71.0,72.0,85.0,85.0,0.0,0.0,68.0,,,Mesh Black,Single,Equipped,Single,Blue,,,,,,,,
6687,Luzzi,Police,Urban,Dark Blue,Black,Dark Blue,,,Blue,,,,,,,,,,,,,Mortal faith,,,,,,,Equipped,67.0,58.0,67.0,57.0,44.0,41.0,100.0,51.0,56.0,50.0,46.0,64.0,34.0,42.0,80.0,85.0,0.0,0.0,52.0,Right,,,,,,,,,,,,,,
6688,Janel,Civil,Temple Ruins,White,Grey,Yellow,Black,,Yellow,Dual,Rusty,Rusty,,,,,,,,,,Herd immunity,,,,,,Healer,,67.0,66.0,104.0,41.0,48.0,1.0,100.0,44.0,47.0,42.0,35.0,81.0,31.0,42.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
6689,Doombasher,Civil,Temple Ruins,Black,Yellow,White,Black,Yellow,Yellow,Dual,Rusty,Rusty,,,,,,,,,,Artisan,,,,,,Herd immunity,,67.0,66.0,119.0,42.0,45.0,7.0,100.0,50.0,48.0,43.0,32.0,82.0,31.0,42.0,85.0,85.0,0.0,0.0,52.0,Dual,Healer,,,,,,,,,,,,,
6690,Mgomoukhesh,Construction,Crane Sunset,Rust,Grey,Grey,Grey,,Orange,,,,,,,,,,,,,Artisan,,Equipped,,,,Brickie,,85.0,61.0,115.0,27.0,48.0,-5.0,100.0,42.0,39.0,53.0,30.0,50.0,48.0,40.0,85.0,85.0,0.0,0.0,50.0,Right,Starkware,,,,,,,,,,,,,
6691,Sary,Jungle,Jungle,Glossy Black,Army Camo,Army Camo,Green,Yellow,Yellow,Dual,Plasma Blue,Plasma Blue,Single,Mesh Swamp Green,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Assassin,Equipped,,,,,Plasma burn,,87.0,74.0,65.0,80.0,69.0,78.0,100.0,89.0,105.0,60.0,61.0,61.0,87.0,83.0,85.0,85.0,0.0,0.0,71.0,,Circus knives,Mesh Swamp Green,,,,,,,,Shadow born,,,,
6692,Aviv,Police,Urban,Carbon Grey,Carbon Grey,Dark Blue,Blue Camo,Blue,,Single,,Plasma Blue,,,,,,,,,,Artisan,,,,,,,Equipped,74.0,65.0,80.0,71.0,42.0,56.0,100.0,67.0,61.0,49.0,50.0,72.0,36.0,47.0,85.0,85.0,0.0,0.0,58.0,Left,,,,,,,,,,,,,,
6693,Platcher,Citizen,Alley,Carbon Grey,Urban Camo,Carbon Grey,,,Orange,Single,,Shiny,,,,,,,,,,Healer,,,,,,,,71.0,61.0,73.0,56.0,49.0,33.0,100.0,57.0,57.0,47.0,50.0,80.0,35.0,42.0,85.0,85.0,0.0,0.0,55.0,Dual,,,,,,,,,,,,,,
6694,Heidi,Police,Urban,Dark Blue,Black,Blue Camo,Black,,Blue,Dual,Plasma Blue,Shiny,,,,,,,,,,Plasma burn,,,,,,Healer,,74.0,69.0,67.0,61.0,51.0,52.0,100.0,61.0,61.0,51.0,52.0,76.0,42.0,54.0,85.0,85.0,0.0,0.0,58.0,Right,,,,,,,,,,,,,,
6695,Auna,Police,Urban,Black,Blue Camo,Carbon Grey,,,Blue,Dual,Shiny,Shiny,,,,,,,,,,,,,,,,,,75.0,65.0,67.0,52.0,49.0,45.0,100.0,57.0,58.0,48.0,47.0,57.0,35.0,46.0,85.0,85.0,0.0,0.0,54.0,Left,,,,,,,,,,,,,,
6696,Grimblade,Hunter,Abandoned Building,Glossy Black,Glossy Black,Carbon Black,Carbon Black,,,,,,,,,,,,,,,Stalker,,,,,,Enabler,,99.0,77.0,60.0,55.0,92.0,62.0,97.0,68.0,55.0,42.0,58.0,57.0,83.0,60.0,85.0,85.0,0.0,0.0,63.0,,,,,,,,Equipped,,,,,,,
6697,Devella,Hunter,Cave,Glossy Black,Glossy Black,Glossy Black,Glossy Black,Red,Red,Single,,Plasma Green,,,,,,,,,,,Equipped,,,,,,,92.0,78.0,60.0,70.0,84.0,84.0,100.0,85.0,76.0,53.0,60.0,57.0,81.0,72.0,85.0,85.0,0.0,0.0,68.0,,,,,,Single,Orange,Equipped,,,,,,,
6698,Carolee,Logistics,Warehouse,Grey,Rust,Orange,Rust,Yellow,Orange,,,,,,,,,,,,,Herd immunity,,Equipped,,,,Healer,,76.0,60.0,94.0,29.0,46.0,2.0,100.0,25.0,42.0,45.0,33.0,65.0,39.0,35.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
6699,Maurilio,Snow,Arctic,Carbon Grey,Snow Camo,White,White,Green,Yellow,Single,Plasma Pink,,Full,Mesh Maroon,,,,Single,Black Tip Kunai,,Mesh Maroon,Blizzard strong,Equipped,,,,,Shadow born,,80.0,66.0,65.0,69.0,60.0,87.0,100.0,82.0,74.0,56.0,59.0,58.0,77.0,73.0,85.0,85.0,0.0,0.0,65.0,,,Mesh Maroon,,,Single,,,Blue,,,,,,
6700,Krasim,Police,Urban,Blue Camo,Carbon Grey,Carbon Grey,Carbon Grey,,Blue,Dual,Shiny,Shiny,,,,,,,,,,,,,,,,,,74.0,65.0,65.0,63.0,49.0,56.0,100.0,61.0,61.0,49.0,57.0,66.0,35.0,46.0,85.0,85.0,0.0,0.0,57.0,Left,,,,,,,,,,,,,,
6701,Loboto,Sand,Desert,Desert Camo,Tan,Desert Camo,Amber,Yellow,Blue,Single,,Plasma Blue,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Dead eye,Equipped,,,,,Javelin,,72.0,63.0,66.0,72.0,60.0,68.0,100.0,104.0,93.0,59.0,57.0,57.0,91.0,79.0,85.0,85.0,0.0,0.0,67.0,,Circus knives,Nylon Fabric Black Worn,,,Single,Yellow,,,,Shadow born,,,,
6702,Ayargajin,Citizen,Alley,Grey,Urban Camo,Grey,Grey,,Orange,Single,,Rusty,,,,,,,,,,Artisan,,,,,,Bills kill,,63.0,60.0,94.0,55.0,48.0,26.0,100.0,63.0,56.0,45.0,42.0,78.0,37.0,41.0,85.0,85.0,0.0,0.0,54.0,Dual,Healer,,,,,,,,,,,,,
